,425 SAO Al,Octanol PPM,Hexanol PPM,Ethanol PPM,Dodecanol PPM,Decanol PPM,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH,%Al2O3_bM,AYC55580,DI55102,DI55152,DI55580,FC42428,FC52018,FC55003,FC55009,FC55102,FC55152,FC55552,FC55555,FC55569,FC55576,FFC55553,FFC55555,FYC55553,II52554,LC52572,LC55553,LC55555,LC55557,LC55568,LC90366,LC90368,PI55004,PI55020,PI55560,TC52015,TC55552,TC55553,TC55555,TC55566,TI40050,TI52014,TI55013,TI55014,TI55015,TI55016,TI55017,TI55021,TI55023,VI52558B
1735,6.114,5.5025,5.09,9.9175,1.0275,3.885,5.6325,5.5025,5.09,1.0275,3.885,11.56425,14.973638,1.02619,1.003316,1.035597,36818.3125,29978.1375,6505.32375,1057.22125,45898.55,40783.2875,38019.7875,28856.575,7232.72375,315.7325,0.960172,0.759837,36486.525,149.781625,62.25985,57.994487,72.0132,70.992563,41.253613,63.7188,36.671475,1.153076,-1.939948,0.268158,79.83835,136.211875,161.0745,181.0045,174.966625,86.321562,124.863625,185.3885,182.84975,182.357375,180.58525,179.873,218.475625,215.512625,1.887304
1736,6.1005,5.3125,4.8875,7.2775,1.5675,4.2775,4.55,5.3125,4.8875,1.5675,4.2775,11.257,14.972613,1.027921,1.000537,1.035683,35095.25,28267.225,7156.45,1249.51125,40796.475,36764.05,33723.75,25758.7875,7542.85,174.142104,0.96331,0.767156,32510.7125,143.4265,61.575187,57.876638,72.012312,71.075937,41.097713,67.171537,36.749675,1.083889,-2.097101,0.209033,69.370362,129.90725,163.22325,181.66925,175.231375,70.896838,116.81675,184.631875,181.8325,180.966,180.284,179.044,211.1915,215.401125,1.868431
1737,6.1295,4.63,4.065,4.7025,1.2125,3.6775,3.655,4.63,4.065,1.2125,3.6775,11.48625,14.8089,1.022854,1.002247,1.033928,33969.8125,27755.0125,7136.295,1376.10125,45354.1875,40225.4,37954.225,28911.85,7298.8725,449.546375,0.962185,0.760737,36525.8875,142.0665,61.871187,57.613037,72.097175,71.903437,41.399238,64.642637,43.230238,1.202836,-2.068625,0.304606,72.264575,128.334375,169.61025,180.880125,182.5695,72.522362,120.930625,188.3225,185.1805,184.38225,182.01225,181.06875,218.62375,215.83725,1.517692
1738,6.109,5.03,4.43,6.6725,1.36,4.1375,4.14,5.03,4.43,1.36,4.1375,11.25925,13.469738,1.022221,0.994013,1.02246,35751.875,32800.95,7126.20375,1354.52625,47880.8375,46452.725,39922.55,30366.6375,7207.56,544.49125,0.952721,0.760359,38048.2,158.690625,61.570112,57.977312,71.9725,71.816338,41.218063,61.582675,51.258237,1.03439,-2.141504,0.135502,69.667462,130.61,168.49025,180.97775,184.73425,71.652437,121.10925,188.403,185.4095,184.703,182.133875,182.189375,218.10275,215.143625,1.73639
1739,6.135,30.75,39.31,36.33,11.1475,27.37,329.8025,11.455,13.175,3.23,9.575,11.02975,14.698113,1.021704,1.004576,1.032903,38134.2375,27703.0625,7363.9075,1142.6175,47609.4625,41685.5125,39976.65,30807.7625,7218.90375,530.7645,0.95031,0.771072,37972.4375,142.1625,61.910787,57.752688,72.02375,71.980863,41.210175,59.047225,24.100925,1.214911,-2.05658,0.299548,72.330938,130.781375,160.925125,180.976875,191.7755,69.578675,120.23875,183.921875,182.0015,181.316375,180.098875,179.4295,218.619375,215.826125,1.564027
1740,6.225,8.3625,7.31,5.7375,2.1075,6.12,5.7275,8.3625,7.31,2.1075,6.12,11.732,14.463987,1.01938,1.003858,1.030595,38191.0625,30608.075,7114.24625,1042.3,45289.025,40068.8,37951.025,29668.5125,7177.02875,573.556125,0.950405,0.781444,36103.8125,150.541875,62.159363,58.048675,72.014725,72.184038,41.000037,61.855775,11.907151,1.36178,-1.940038,0.438951,73.185363,131.130625,156.872125,180.947875,192.08625,72.803938,121.491,181.603375,180.248,179.589375,178.93975,178.161125,218.8845,216.215,1.581703
1741,6.2265,8.625,8.0375,5.17,1.7725,4.6425,5.795,8.625,8.0375,1.7725,4.6425,11.7425,14.234488,1.020067,1.006747,1.028425,36465.375,31122.8375,6924.50125,956.791,46274.575,40702.9125,38693.0125,29947.2,7155.39625,600.8845,0.950149,0.773896,36776.2,154.07725,62.592025,58.206137,72.119412,72.07745,41.035637,69.200587,25.965025,1.405194,-1.98786,0.470569,76.247062,130.9195,155.0335,180.898625,190.7745,78.045138,123.13325,180.16125,179.188375,178.51325,178.222625,176.95975,218.949375,216.41025,1.593554
1742,6.147,9.385,8.89,5.455,2.725,6.7025,6.47,9.385,8.89,2.725,6.7025,11.68325,14.112125,1.018542,1.008009,1.027395,36133.1125,31874.0375,6534.5925,931.0825,47348.2875,41911.1625,39708.325,30401.3125,7161.65625,584.329,0.95004,0.766351,37688.8625,155.478125,62.361238,58.033925,72.053863,71.99485,41.160225,71.329875,2.92605,1.40923,-2.009935,0.453226,77.698313,131.67475,154.98875,180.971125,188.319625,82.147925,123.962375,179.922625,179.1915,178.479625,178.25625,177.093125,219.045,216.331625,1.382316
1743,6.2505,9.6925,9.1,6.8025,2.5225,6.8425,6.8,9.6925,9.1,2.5225,6.8425,11.855,14.012663,1.017357,1.00452,1.026544,36136.3875,32230.85,6612.44125,932.770875,47702.8625,42004.65,39994.2625,30824.3375,7171.76125,579.538125,0.949862,0.770819,37995.45,156.012375,62.182337,58.0371,71.9454,72.021813,41.107412,66.358575,2.0179,1.342143,-2.199833,0.381579,76.42885,132.956875,153.971,180.979875,187.9085,82.16285,123.593375,179.57825,178.86975,178.236,178.05325,176.578875,218.73125,216.231125,1.33601
1744,6.3005,9.575,9.01,6.27,2.4425,6.665,6.5375,9.575,9.01,2.4425,6.665,11.74425,13.7921,1.016652,1.003589,1.024996,36233.9875,32693.725,6959.5225,854.585125,47709.9125,41895.4875,39995.4125,30854.15,7337.99875,415.515875,0.950126,0.770014,38017.4875,157.05625,62.239787,58.076988,72.06175,71.975287,41.17335,61.650388,2.19173,1.182524,-2.479281,0.185775,78.304525,133.877125,154.086375,180.99475,177.438875,84.000062,125.083625,179.788875,179.0235,178.360875,178.12175,176.528375,218.443375,215.62675,1.725869
1745,6.1985,5.92,5.055,6.35,1.7025,4.9075,4.46,5.92,5.055,1.7025,4.9075,11.15675,13.07575,1.00606,0.987339,1.018574,35218.4375,32944.55,6688.77625,76.650304,49427.1375,44464.7625,39481.2875,30425.3125,7457.82375,290.538625,0.989763,0.770093,39121.05,159.108125,64.7494,57.880313,71.981375,72.039713,41.327175,55.860225,2.246315,1.247801,-2.422453,0.237714,80.888537,163.29475,175.396375,181.01475,200.014375,86.93365,126.23225,200.338125,194.853125,194.070125,188.293375,186.286125,218.586375,215.80225,1.706681
1746,6.1555,5.4325,4.5425,6.325,1.7125,4.9475,4.01,5.4325,4.5425,1.7125,4.9475,11.06475,12.716363,1.003086,0.982854,1.017282,37203.7125,35784.675,6812.6225,1.040039,49711.2875,45325.8375,39529.4125,30388.9625,7427.075,294.702,0.990393,0.769384,39123.4,166.44125,65.317062,58.010475,72.033762,72.072425,41.314475,52.034538,2.242992,0.349094,-3.463639,-0.67787,77.680537,176.575375,175.707125,180.952375,200.066125,81.630763,125.385,204.3575,197.897,197.08325,190.303375,188.119125,217.6665,212.9705,2.067789
1747,6.0095,4.0825,3.345,6.4075,1.485,3.475,3.3625,4.0825,3.345,1.485,3.475,11.04,12.828488,1.002483,0.985234,1.017466,39202.475,33811.9875,6289.33,2.921069,48927.9375,44597.8375,39435.8875,30391.2875,7242.7075,359.17875,0.990039,0.770539,39087.725,161.52875,64.56145,57.9645,71.912225,71.936238,41.359788,50.172062,2.30624,0.704552,-2.724854,-0.295971,81.168275,179.684375,168.710875,181,200.0145,86.593087,125.856375,201.175375,195.58375,194.85925,188.81475,186.6745,216.870625,214.146125,1.419376
1748,6.0025,4.3,3.4475,6.205,1.695,3.94,3.3275,4.3,3.4475,1.695,3.94,11.10175,12.751212,0.999949,0.985179,1.017046,39102.3875,33173.4,7385.35375,67.959044,48972.55,44073.8125,39081.9375,30104.025,7247.425,353.374375,0.990096,0.770159,38698.1875,159.30675,64.842737,57.9281,72.026088,72.114362,41.392488,51.464463,2.30948,0.625346,-2.646408,-0.394516,81.823337,180.889,170.044,181.04275,203.5965,88.445475,126.7855,201.4945,196.2645,195.442625,189.126375,186.791625,216.611,213.8165,1.619116
1749,6.231,4.53,3.6025,7.6475,1.8525,4.145,3.775,4.53,3.6025,1.8525,4.145,11.12225,12.662975,0.997224,0.982534,1.014549,38928.375,33633.6125,6849.17375,67.626126,49088.6125,44366.175,38996.4625,30072.525,7208.3625,345.06525,0.990121,0.770371,38617.0375,160.648375,64.794512,57.896538,72.070662,72.0727,41.399575,53.448425,2.298141,1.470746,-1.93515,0.439602,81.922987,182.19275,170.942125,180.97075,204.0315,87.0473,127.139875,201.6935,196.791875,196.01275,189.60425,186.997875,218.907375,216.5185,2.160311
1750,6.35,4.8025,3.9325,7.855,1.7725,4.03,4.165,4.8025,3.9325,1.7725,4.03,11.13025,12.564925,0.996895,0.984438,1.014269,38170.8375,33049.75,7269.4175,46.227105,48959.4625,44037.0375,38998.6375,30026.325,7412.81,100.675625,0.989234,0.7698,38600.025,158.981875,64.44605,57.9395,72.008275,72.021713,41.389888,54.930287,2.2949,1.186836,-1.554253,0.133399,81.3283,182.865625,167.330625,180.958125,202.000125,86.664362,128.582625,199.62775,195.30375,194.57125,188.57875,185.991,218.2235,215.67025,1.802115
1751,6.343,4.045,3.32,5.775,1.5325,3.5,3.34,4.045,3.32,1.5325,3.5,11.208,12.407388,0.994895,0.984267,1.012892,29647.025,32705.2875,7530.49875,107.453392,49355.4,44333.7125,39091.125,30105.1625,7462.28625,93.977556,0.989961,0.769714,38686.4125,156.26475,64.4892,57.9488,72.1048,71.871725,41.457487,48.239225,3.37347,1.162347,-1.735888,0.087613,80.977238,177.6015,172.190125,180.972375,201.991,86.051362,126.7805,200.563875,196.23625,195.430625,189.022125,186.458,218.12925,215.579875,1.78464
1752,6.315,4.065,3.41,6.0475,1.4525,3.4,3.62,4.065,3.41,1.4525,3.4,11.1405,12.260788,0.997021,0.988478,1.011494,36250.4375,29352.725,7642.485,2.518692,43975.125,38874.1375,35248.2,27131.2,7180.51,340.066125,0.989705,0.770119,34850.9375,145.837875,64.34665,58.048788,71.942013,72.035513,41.3638,36.384363,3.477704,1.274739,-1.369321,0.238934,80.3632,177.079375,162.1285,180.841625,201.9945,84.7694,126.64525,195.210625,191.990875,191.220625,186.37775,183.645375,217.995625,215.829375,1.90532
1753,6.2215,4.2175,3.595,6.0525,1.405,3.34,3.6775,4.2175,3.595,1.405,3.34,11.208,12.129237,0.993792,0.986361,1.010586,38972.3625,30726.475,7388.96625,1.717556,46391.775,41394.6375,37006.825,28489.8875,7140.64875,340.208875,0.99005,0.77015,36621.0875,151.1895,64.981287,57.8542,71.996525,71.959525,41.441063,40.0345,3.44639,1.146692,-2.453705,0.0814,82.057937,178.250375,164.232375,180.999875,202.005,86.957725,128.179875,196.56175,193.351375,192.537375,187.1475,184.484125,217.583125,215.494375,2.363619
1754,6.2145,5.4,4.2475,6.0025,2.225,4.9775,3.9625,5.4,4.2475,2.225,4.9775,11.18975,11.971225,0.991948,0.984309,1.009181,36856.7875,32088.775,7204.4675,3.64413,47538.325,42809.8125,37992.575,28967.9,7075.385,406.089625,0.990675,0.762911,37637.7875,155.5235,65.073287,57.826663,72.016075,72.050287,41.500838,40.079037,3.415695,1.176368,-2.288739,0.089376,82.306788,176.548375,165.2355,180.98625,201.904375,88.1722,127.981625,196.6565,193.672,192.89125,187.514625,184.700125,217.912,215.552125,2.157464
1755,6.313,3.325,2.6925,8.6475,1.52,3.1475,3.555,3.325,2.6925,1.52,3.1475,10.85175,11.446687,0.972317,0.967301,1.004952,37505.2375,34650.9375,7155.35625,1353.99125,50960.6125,44376.8,38380.8875,29154.675,6806.3325,379.00975,1.020269,0.760182,39155.65,163.2395,65.309237,57.194575,72.020212,72.0491,41.581212,40.451512,5.294175,1.137664,-2.311884,0.0575,80.9773,177.959625,214.17725,180.94,202.772125,87.060012,126.7045,223.546375,214.929875,214.067375,201.694875,197.8975,217.7855,215.15275,1.72758
1756,6.3465,1.965,1.61,11.9275,0.955,1.8425,3.735,1.965,1.61,0.955,1.8425,10.47525,11.163525,0.968591,0.966163,1.003053,37831.8875,35356.725,7258.765,1345.2375,51101.0125,44664.3375,38495.75,29229.275,6774.8,377.133625,1.020326,0.759933,39251.2625,165.110625,65.128312,56.948012,72.007587,71.994088,41.400913,40.8983,6.879853,0.953202,-2.28371,-0.135433,80.825563,179.4305,213.781625,180.987625,204.63925,86.647675,126.341375,223.819,215.261875,214.41525,201.955125,198.385,217.26975,214.4305,2.486386
1757,6.323,1.7725,1.5225,10.9375,0.785,1.5975,3.505,1.7725,1.5225,0.785,1.5975,10.40525,10.9921,0.965739,0.967912,1.000538,37557.075,35351.0125,7413.13875,1360.9025,51293.95,44942.525,38255.25,29036.05,6751.39125,314.363125,1.019581,0.759467,38992.1875,165.6395,65.062,57.117737,71.912312,72.110625,41.362225,41.713163,7.15194,1.428419,-1.908321,0.350818,80.472188,176.543625,217.796875,180.953125,200.417375,83.79215,127.259,225.2995,216.3265,215.51125,202.67725,199.189125,219.383125,216.101,2.653149
1758,6.202,1.095,1.0475,12.4775,0.4525,0.895,3.8175,1.095,1.0475,0.4525,0.895,10.123,10.889775,0.960697,0.962186,0.999934,37812.2,34485.45,7469.78875,1816.28625,49667.775,42940.875,36956.975,28108.85,6735.6025,312.5165,1.026369,0.759884,37891.35,163.949875,65.111962,57.224337,72.014212,72.303425,41.490463,37.480263,7.151941,1.253632,-2.245021,0.154755,72.534963,175.429375,229.200625,180.949,195.8135,74.1627,121.7455,229.95525,219.890625,218.976875,204.88,199.903625,212.799375,215.68075,2.121234
1759,6.0065,1.1875,0.96,14.8325,0.6925,1.1575,4.375,1.1875,0.96,0.6925,1.1575,9.8485,10.309175,0.9509,0.962748,0.996559,38538.1,36901.5125,6963.16375,1650.81875,51727.425,45069.1625,38038.6625,28866.7,6727.22875,324.955125,1.030323,0.760387,39172.5875,172.327,65.143475,57.041787,72.051,71.95335,41.553438,40.202188,7.13898,0.635587,-3.294361,-0.464048,85.32995,178.34975,230.955,181.005875,196.993,83.994975,128.78525,233.2985,222.31725,221.513125,206.859625,203.196875,216.550625,213.283625,2.191046
1760,6.005,0.91,0.835,12.995,0.5,0.8075,3.815,0.91,0.835,0.5,0.8075,9.738,10.57245,0.950667,0.959789,0.997162,38432.575,34396.775,7425.82375,1708.38,52147.825,45253.2125,37992.0125,28888.4625,6838.17,193.56695,1.029937,0.7607,39103.525,161.8175,65.0154,56.439325,72.074775,72.067525,41.539288,43.202737,7.144144,1.299909,-3.730928,0.203243,74.5566,176.8195,229.61225,180.958625,197.06225,75.5762,123.00575,231.715,221.14675,220.2265,205.98375,201.75375,212.1085,215.76675,2.025599
1761,6.0705,1.0725,0.845,25.7275,0.73,1.0775,8.125,1.0725,0.845,0.73,1.0775,9.77675,10.312175,0.943851,0.960658,0.994418,38861.3375,33915.65,6451.73125,1598.4225,51769.65,45599.0125,38010.8,28882.25,6436.51125,421.855125,1.029706,0.760194,39123.4625,160.813625,65.134825,56.308363,71.989075,72.074538,41.4983,47.0063,7.12603,1.586951,-1.889028,0.523675,85.410975,178.1975,229.678375,181.01475,196.50825,87.741975,130.525375,232.039875,221.374125,220.557375,206.279875,202.42775,218.546375,216.73975,1.904397
1762,6.027,9.625,19.3525,163.0125,8.35,12.48,584.5175,3.155,5.2375,2.72,3.605,9.98775,10.163234,0.942458,0.95837,0.993341,36818.35,34108.1625,5735.3975,1494.8075,51901.5875,46386.1,38009.875,28890.3375,6330.09625,314.684375,1.030226,0.759954,39141.625,161.662375,64.987975,56.069775,72.1211,72.018963,41.430575,47.587313,7.124515,1.545107,-1.6868,0.507114,95.539325,177.451125,229.063625,181.035,196.18075,94.9111,134.833625,231.764125,221.45375,220.56525,206.381,202.306875,218.4115,216.445375,2.004204
1763,6.0495,5.44,5.71,31.885,3.9475,4.62,75.345,5.44,5.71,3.9475,4.62,10.811,11.318487,0.971168,0.983398,1.003455,37056.3625,29498.4875,5301.6825,1025.177375,46538.5375,42435.2375,38410.0625,28871.1625,6601.93125,272.90325,0.986139,0.751481,37864.5,147.54125,62.462925,55.844712,72.097763,71.932862,41.265412,46.8456,7.126029,1.22778,-1.944116,0.167218,80.55895,142.2345,163.3845,181.05225,178.248875,83.528762,123.9735,184.477125,184.115125,183.25225,181.61225,177.398375,213.268625,215.796375,1.576653
1764,6.1705,405.09,529.995,2156,118.7625,771.6775,7082.96,86.195,109.2925,25.2675,158.4175,11.20225,11.318487,0.971168,0.983398,1.003455,37056.3625,29498.4875,5301.6825,1025.177375,46538.5375,42435.2375,38410.0625,28871.1625,6601.93125,272.90325,0.986139,0.751481,37864.5,147.54125,62.462925,55.844712,72.097763,71.932862,41.265412,46.8456,7.126029,1.22778,-1.944116,0.167218,80.55895,142.2345,163.3845,181.05225,178.248875,83.528762,123.9735,184.477125,184.115125,183.25225,181.61225,177.398375,213.268625,215.796375,1.576653
1765,6.2145,22.3425,32.8925,175.05,7.2675,23.2025,504.7625,15.86,22.1375,3.9575,14.86,11.474,11.318487,0.971168,0.983398,1.003455,37056.3625,29498.4875,5301.6825,1025.177375,46538.5375,42435.2375,38410.0625,28871.1625,6601.93125,272.90325,0.986139,0.751481,37864.5,147.54125,62.462925,55.844712,72.097763,71.932862,41.265412,46.8456,7.126029,1.22778,-1.944116,0.167218,80.55895,142.2345,163.3845,181.05225,178.248875,83.528762,123.9735,184.477125,184.115125,183.25225,181.61225,177.398375,213.268625,215.796375,1.576653
1766,6.1785,11.8175,8.715,83.935,4.5075,14.1825,82.06,10.0425,7.58,3.8125,11.255,11.33275,11.318487,0.971168,0.983398,1.003455,37056.3625,29498.4875,5301.6825,1025.177375,46538.5375,42435.2375,38410.0625,28871.1625,6601.93125,272.90325,0.986139,0.751481,37864.5,147.54125,62.462925,55.844712,72.097763,71.932862,41.265412,46.8456,7.126029,1.22778,-1.944116,0.167218,80.55895,142.2345,163.3845,181.05225,178.248875,83.528762,123.9735,184.477125,184.115125,183.25225,181.61225,177.398375,213.268625,215.796375,1.576653
1767,6.1535,39.8225,105.9075,417.775,5.2075,57.7275,2355.3375,25.3225,69.75,2.7225,34.2225,11.29825,11.368662,0.974024,0.987273,1.003893,36888.0625,28644.4875,5122.885,910.429125,45554.75,41802.0625,38290.4125,28721.775,6691.64375,276.628875,0.9785,0.750344,37454.6,144.9125,62.044962,56.055087,72.100337,72.065263,41.269937,48.126638,6.635305,1.16086,-1.755159,0.079899,77.655637,137.51825,152.3565,181.0205,177.31575,81.42185,122.9555,176.98325,178.319,177.48425,177.8115,173.620125,213.035,215.743375,1.688044
1768,6.143,48.5275,170.76,1736.7,15.07,55.2,19164.85,7.9325,27.44,2.0175,8.8975,11.00725,11.368662,0.974024,0.987273,1.003893,36888.0625,28644.4875,5122.885,910.429125,45554.75,41802.0625,38290.4125,28721.775,6691.64375,276.628875,0.9785,0.750344,37454.6,144.9125,62.044962,56.055087,72.100337,72.065263,41.269937,48.126638,6.635305,1.16086,-1.755159,0.079899,77.655637,137.51825,152.3565,181.0205,177.31575,81.42185,122.9555,176.98325,178.319,177.48425,177.8115,173.620125,213.035,215.743375,1.688044
1769,6.211,26.4075,51.71,316.825,5.895,37.42,2684.7325,8.54,15.375,1.645,11.03,11.1345,11.368662,0.974024,0.987273,1.003893,36888.0625,28644.4875,5122.885,910.429125,45554.75,41802.0625,38290.4125,28721.775,6691.64375,276.628875,0.9785,0.750344,37454.6,144.9125,62.044962,56.055087,72.100337,72.065263,41.269937,48.126638,6.635305,1.16086,-1.755159,0.079899,77.655637,137.51825,152.3565,181.0205,177.31575,81.42185,122.9555,176.98325,178.319,177.48425,177.8115,173.620125,213.035,215.743375,1.688044
1770,6.309,14.24,14.25,84.3275,2.8275,14.9075,265.6425,11.955,12.3075,1.545,11.505,11.1015,11.368662,0.974024,0.987273,1.003893,36888.0625,28644.4875,5122.885,910.429125,45554.75,41802.0625,38290.4125,28721.775,6691.64375,276.628875,0.9785,0.750344,37454.6,144.9125,62.044962,56.055087,72.100337,72.065263,41.269937,48.126638,6.635305,1.16086,-1.755159,0.079899,77.655637,137.51825,152.3565,181.0205,177.31575,81.42185,122.9555,176.98325,178.319,177.48425,177.8115,173.620125,213.035,215.743375,1.688044
1771,6.556,15.55,18.75,75.015,7.335,14.865,285.1875,7.525,8.0175,2.125,6.75,11.1795,10.621412,0.96787,0.986133,0.997017,36721.475,27906.3125,4842.29875,655.565375,45033.725,41180.725,38113.225,28846.4125,6408.09375,194.97685,0.9717,0.756976,37033.8875,141.775125,62.229587,56.070687,71.979388,73.255763,41.278887,55.557088,4.163866,1.492887,-0.543605,0.1643,79.081163,140.1025,143.655875,180.96275,180.428,79.463088,124.273875,172.85075,175.820375,175.078875,176.282625,171.921375,238.82825,216.613125,1.457693
1772,6.6305,6.97,5.8725,18.6325,3.1975,8.1025,29.2,6.97,5.8725,3.1975,8.1025,10.9725,9.751737,0.946143,0.962188,0.989371,39284.9,28069.775,6011.2625,1245.344125,47666.5625,42991.7875,37600.625,28551.3375,6211.72375,245.443112,0.992099,0.760149,37266.45,141.216625,63.256962,55.939763,72.069437,74.2255,41.243713,62.205238,3.14355,1.803109,-0.862927,0.279635,80.660313,153.262125,204.198375,181.05375,194.822625,87.726388,127.10525,208.522125,205.386375,204.36325,195.38725,189.321875,243.607375,217.534375,1.71124
1773,6.52,2.8375,2.305,37.5,0.3425,5.815,23.815,2.8375,2.305,0.3425,5.815,10.46075,9.184828,0.933525,0.953051,0.98454,35629.0875,28171.0375,5940.86875,1185.6775,49165.275,44353.3125,37310.35,28348.225,6019.27125,256.645125,1.02973,0.759952,38450.0625,141.993625,64.055125,53.22615,71.977425,73.312213,41.433937,65.7992,3.13861,1.906779,-0.920519,0.420332,88.454412,172.471125,213.745875,180.9335,202.50175,92.188825,129.929125,220.5515,214.293625,213.251875,201.464625,195.54975,249.522375,217.73875,2.162921
1774,6.456,6.8475,11.0225,73.4575,0.5375,9.5275,181.4575,6.8475,11.0225,0.5375,9.5275,10.5525,9.299519,0.935648,0.954742,0.985491,35967.2625,28224.7375,5860.7075,1178.59125,48910.35,44233.05,37627.6125,28620.1375,6064.705,254.42075,1.024603,0.760143,38594.475,142.045125,64.2001,52.702713,71.967812,73.020825,41.432087,65.6502,3.135371,1.870671,-0.855681,0.373677,85.134563,173.362875,207.769125,180.9355,201.787875,89.598363,128.368,217.39725,211.689125,210.641125,199.694375,193.85775,249.208125,217.7165,2.08033
1775,6.2835,5.78,4.7175,14.9475,0.3125,5.12,11.5925,5.78,4.7175,0.3125,5.12,11.15475,10.02681,0.949024,0.969279,0.990897,37411.525,25196.625,6128.0125,1171.44875,45707.025,42330.5625,38205.4,28989.125,6430.43,230.523125,0.990686,0.760405,37801.1125,132.312625,64.2882,51.723762,71.88845,72.06655,41.2218,64.874363,3.086867,2.172326,-0.793216,0.519528,78.653137,179.706375,163.786375,180.882125,204.007375,80.586025,125.638625,195.246625,193.641,192.5685,187.483625,182.759875,247.221,218.59375,1.3482
1776,6.323,7.1025,5.1625,32.2075,3.3475,15.9725,14.8575,7.1025,5.1625,3.3475,15.9725,11.165,10.062345,0.948675,0.970115,0.990986,37541.925,25839.8875,6022.63875,1178.87,46091.075,42926.8625,38378.4125,29093.9875,6396.82375,269.894625,0.990587,0.759127,37992.15,134.54625,64.379425,51.69215,72.382812,72.13595,41.32475,64.8274,3.080391,2.279637,-0.555678,0.631725,77.97195,179.629125,164.13975,180.930875,203.725875,81.025375,125.617,195.3975,193.756625,192.68475,187.48175,182.810625,246.904,218.961,1.462767
1777,6.502,19.79,14.9175,41.745,6.9375,40.9775,45.1975,9.1575,7.19,1.2375,11.66,11.28775,10.07507,0.947739,0.970519,0.991111,38088.575,26946.2125,5966.2925,1111.555,46827.625,43745.25,38793.1125,29249.75,6466.23625,184.935486,0.990077,0.75371,38436.6,138.24825,64.132762,51.963487,72.403262,72.194587,41.642412,64.765838,3.064196,2.272735,-0.61172,0.579718,81.04515,179.84875,164.3385,180.973625,201.902,84.116488,127.3195,195.83725,194.16525,193.207,187.845375,183.2705,244.700875,218.950125,1.517181
1778,6.545,11.18,9.3425,21.1475,3.46,10.3075,23.365,11.18,9.3425,3.46,10.3075,11.37775,9.94955,0.945347,0.973372,0.989826,38883.375,27246.0375,5885.47125,1031.97675,46326.7625,43399.3625,38988.95,29262.875,6880.915,31.806506,0.989209,0.750119,38556.7625,138.84,63.968187,51.88795,71.938425,72.043175,41.434188,65.922175,3.035039,2.489276,-0.562543,0.614847,97.804875,181.915625,163.068125,180.9925,200.452125,94.96275,133.423875,195.5685,194.031375,193.1605,187.853125,183.441125,241.23775,219.3125,1.853797
1779,6.506,6.505,5.6425,17.0375,2.04,5.625,6.055,6.505,5.6425,2.04,5.625,11.21625,9.680181,0.94269,0.967624,0.987933,38959.35,26476.2125,5954.57625,1012.08725,46843.4,43636.75,38995.05,29442.1,6609.02125,35.954212,0.989981,0.753922,38606.6375,135.35425,64.010212,52.222588,72.051275,72.048937,41.539037,68.13775,3.05772,2.282665,-0.50682,0.384265,87.550837,184.585625,161.990375,180.97025,200.10125,93.142337,130.632375,195.18775,194.141125,193.186375,188.02925,182.752375,240.9975,218.773375,1.548775
1780,6.396,6.145,5.88,42.8725,2.52,6.835,8.385,6.145,5.88,2.52,6.835,10.6285,9.637421,0.941834,0.969133,0.987507,38471.325,25754.1125,5783.4425,1009.97275,46511.575,43120.675,38994.7125,29632.9,6498.44625,90.906566,0.989914,0.760526,38582.775,135.391,63.807837,51.864525,72.93815,71.993363,41.3782,69.1844,3.05772,2.345676,-0.012881,0.42671,87.07475,184.971625,158.150375,180.97675,199.987125,93.249387,130.530375,192.654375,192.137375,191.23325,186.617125,181.053875,242.0945,218.9875,1.489025
1781,6.3015,7.1725,5.245,38.945,3.4375,19.595,8.8825,4.155,3.32,0.975,8.035,10.85475,9.467411,0.941549,0.967724,0.9862,38249.825,27098,5472.0775,910.49925,46558.1875,43895.4625,38975.2625,29612.65,6486.44875,74.333702,0.990188,0.759985,38568.175,137.71675,64.084163,51.790463,73.6895,72.113812,41.416513,69.237913,3.054474,2.266878,-0.08976,0.349001,86.176488,184.064375,158.981375,181.021875,199.983625,93.535713,130.861,193.130875,192.627375,191.67675,187.089875,181.620125,242.07675,218.68875,1.766798
1782,6.3915,18.6675,35.265,102.5325,3.3825,33.575,192.26,12.0775,19.9,1.8325,19.975,11.212,9.467411,0.941549,0.967724,0.9862,38249.825,27098,5472.0775,910.49925,46558.1875,43895.4625,38975.2625,29612.65,6486.44875,74.333702,0.990188,0.759985,38568.175,137.71675,64.084163,51.790463,73.6895,72.113812,41.416513,69.237913,3.054474,2.266878,-0.08976,0.349001,86.176488,184.064375,158.981375,181.021875,199.983625,93.535713,130.861,193.130875,192.627375,191.67675,187.089875,181.620125,242.07675,218.68875,1.766798
1783,6.5305,19.4325,36.5625,87.62,0.67,20.24,326.47,9.3725,15.6,0.67,12.11,11.1935,9.384445,0.939895,0.966675,0.985424,38012.9125,27109.8875,5529.44,971.271875,46918.525,44335.2125,38975.6875,29604.2125,6504.61,112.023327,0.991595,0.759662,38625.45,137.957375,64.242887,51.935125,73.8755,72.092287,41.47285,67.130888,3.031801,2.291948,-0.455921,0.346865,85.342263,183.564375,161.325125,181.136,200.168875,92.753525,130.5455,194.396,193.739125,192.776375,187.899125,182.403125,239.786,218.805875,1.77689
