features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.924643179,1.038543805,0.334415109,0.33390699,1.387315097,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.924728614,1.039014866,0.334385564,0.333826565,1.387345888,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017', 'TI55021')",1.924774974,1.04083158,0.334369531,0.333912228,1.387362597,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.924826504,1.039589707,0.334351711,0.333792684,1.387381168,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.924875548,1.04124768,0.33433475,0.33382657,1.387398843,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.924908002,1.039041617,0.334323527,0.333764477,1.387410539,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.924935044,1.041248592,0.334314175,0.333755117,1.387420284,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.924993335,1.041407276,0.334294017,0.333836662,1.387441291,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.92501434,1.041409875,0.334286753,0.333778536,1.38744886,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925041666,1.039458007,0.334277303,0.333718214,1.387458708,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.925137865,1.039125628,0.334244035,0.333735786,1.387493375,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.925185716,1.039691979,0.334227487,0.333719225,1.387510618,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.925194867,1.039612712,0.334224323,0.333716058,1.387513916,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",1.925261072,1.040707621,0.334201427,0.333642275,1.387537773,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925470772,1.039177651,0.334128908,0.333569695,1.387613337,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.925478545,1.039708872,0.33412622,0.33366875,1.387616138,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.925513172,1.040686862,0.334114246,0.333504134,1.387628614,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",1.925661419,1.040738593,0.334062978,0.333554591,1.387682031,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925667328,1.039291553,0.334060935,0.333552546,1.38768416,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017')",1.925720944,1.04114957,0.334042394,0.33353399,1.387703478,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925760622,1.039682656,0.334028672,0.333520258,1.387717775,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.925906148,1.040710347,0.333978346,0.333419006,1.387770207,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925928569,1.040057908,0.333970592,0.333462134,1.387778285,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.925959257,1.039077782,0.333959979,0.333400624,1.387789342,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017')",1.925986308,1.041155398,0.333950625,0.333493034,1.387799088,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.925994886,1.041168117,0.333947658,0.333388292,1.387802178,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926004042,1.039150212,0.333944492,0.333436014,1.387805477,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.926248794,1.041167289,0.333859851,0.333351308,1.387893654,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926425133,1.040257697,0.333798869,0.333341174,1.38795718,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.926451332,1.041017123,0.333789809,0.333128482,1.387966618,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926484416,1.039643421,0.333778368,0.333269763,1.387978536,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",1.926550309,1.04116576,0.33375558,0.333246958,1.388002273,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926574441,1.03933991,0.333747235,0.333238606,1.388010966,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926592114,1.039399205,0.333741123,0.333283388,1.388017332,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.926714484,1.041082324,0.333698805,0.333088313,1.388061412,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.926724374,1.041163139,0.333695385,0.333135807,1.388064975,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926789855,1.040137194,0.33367274,0.333214958,1.388088562,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",1.926820448,1.041184366,0.33366216,0.333204371,1.388099581,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.926988584,1.039849964,0.333604015,0.333146186,1.388160143,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.926995136,1.041177395,0.333601749,0.333093009,1.388162504,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.927119899,1.041150091,0.333558603,0.332947983,1.388207441,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.927168612,1.041690858,0.333541757,0.332931121,1.388224986,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",1.927175042,1.040315214,0.333539534,0.333132566,1.388227302,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.927300535,1.041196512,0.333496135,0.33293639,1.3882725,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.927334766,1.04171743,0.333484298,0.332924542,1.388284829,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017')",1.927959796,1.041274482,0.333268148,0.332759154,1.388509919,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.928203538,1.041200899,0.333183857,0.332623849,1.388597688,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017')",1.928223882,1.040252737,0.333176821,0.332667757,1.388605013,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.928249876,1.041122244,0.333167832,0.332607811,1.388614373,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017')",1.928281853,1.042286165,0.333156774,0.332698637,1.388625887,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017')",1.928306803,1.042285847,0.333148145,0.332740939,1.38863487,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.928383996,1.040152367,0.33312145,0.33256139,1.388662665,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.928405605,1.042289595,0.333113977,0.332604865,1.388670445,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",1.928424477,1.04228965,0.333107451,0.332649281,1.38867724,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.928469469,1.041070717,0.333091892,0.332480843,1.38869344,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",1.928472816,1.04002253,0.333090734,0.332530648,1.388694645,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.928628941,1.039904002,0.333036743,0.332425644,1.388750856,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017')",1.928724207,1.041333363,0.333003798,0.332545556,1.388785155,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017')",1.928801876,1.041337998,0.332976938,0.332518678,1.388813118,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.928853658,1.042276841,0.332959031,0.3324498,1.38883176,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.928862194,1.042278811,0.332956078,0.33239588,1.388834833,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.928864763,1.040950427,0.33295519,0.332344017,1.388835758,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.928949405,1.041265766,0.332925919,0.332416663,1.38886623,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.928951994,1.041228414,0.332925024,0.332415767,1.388867162,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.92897976,1.040988274,0.332915422,0.332355189,1.388877158,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929040185,1.041042498,0.332894525,0.332334275,1.388898911,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.929064911,1.041186247,0.332885974,0.332376688,1.388907812,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.9290923,1.041198147,0.332876503,0.332367209,1.388917672,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017')",1.929103568,1.040481616,0.332872606,0.332414274,1.388921728,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929125678,1.041074206,0.33286496,0.332355658,1.388929688,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.929156773,1.041589654,0.332854207,0.332344896,1.388940882,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929197012,1.041120575,0.332840291,0.332279995,1.388955367,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.929214753,1.040288139,0.332834156,0.332222871,1.388961754,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.929218043,1.040327262,0.332833018,0.332323691,1.388962938,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017')",1.929271446,1.042077658,0.33281455,0.332356178,1.388982162,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929297078,1.041109305,0.332805686,0.332245361,1.388991389,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",1.929297802,1.040383447,0.332805435,0.332296088,1.388991649,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929351221,1.041573568,0.332786962,0.332226621,1.389010879,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017')",1.929383972,1.041400975,0.332775636,0.332368202,1.389022668,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929413288,1.040086643,0.332765498,0.33225612,1.389033221,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929428053,1.040051915,0.332760392,0.332200029,1.389038536,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929429181,1.040088196,0.332760002,0.332199638,1.389038942,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",1.929430648,1.040280512,0.332759494,0.332250111,1.38903947,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929439976,1.040051647,0.332756268,0.332144913,1.389042827,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929450883,1.042049517,0.332752497,0.332243109,1.389046753,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017')",1.929468405,1.041059829,0.332746437,0.332288019,1.38905306,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017')",1.929470049,1.042068987,0.332745869,0.332338416,1.389053652,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",1.929505933,1.04058596,0.332733459,0.332173074,1.389066569,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.929511662,1.040348983,0.332731478,0.332171091,1.389068631,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929521379,1.041284874,0.332728117,0.332269686,1.389072129,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.929539418,1.040115835,0.332721879,0.332161484,1.389078622,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.929543697,1.041579736,0.332720399,0.332261963,1.389080162,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929570167,1.042043966,0.332711245,0.332252803,1.38908969,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.92964543,1.041035897,0.332685218,0.332175778,1.389116781,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929661144,1.041566958,0.332679784,0.33217034,1.389122437,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",1.929672913,1.040830736,0.332675714,0.332166267,1.389126673,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.929679815,1.040386803,0.332673327,0.332112891,1.389129157,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929704046,1.041550713,0.332664947,0.332104504,1.389137879,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.929712389,1.041251561,0.332662062,0.332203586,1.389140881,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",1.929744895,1.041564711,0.332650821,0.332141355,1.389152582,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017')",1.92976376,1.04211842,0.332644297,0.332236782,1.389159372,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.92977573,1.040508713,0.332640157,0.332079693,1.38916368,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TI55017', 'TI55021')",1.929783694,1.040723928,0.332637403,0.332076937,1.389166547,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929833679,1.041152107,0.332620117,0.332110628,1.389184537,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.929848884,1.041660719,0.332614859,0.33215635,1.38919001,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017')",1.929885465,1.04211288,0.332602208,0.332245638,1.389203176,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",1.929914774,1.041047104,0.332592073,0.332082562,1.389213725,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.92993247,1.042078916,0.332585953,0.332127424,1.389220094,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.929976514,1.042076762,0.332570721,0.332163162,1.389235946,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.93003499,1.041632132,0.332550499,0.332040957,1.389256992,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017')",1.930072508,1.041206158,0.332537525,0.332129945,1.389270495,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",1.930104523,1.0406063,0.332526453,0.332067884,1.389282017,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",1.93011168,1.04165442,0.332523978,0.33211639,1.389284593,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",1.930134502,1.040612297,0.332516086,0.33190451,1.389292806,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",1.93014582,1.040591458,0.332512172,0.3320026,1.38929688,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.930205919,1.041159789,0.332491388,0.332032794,1.389318509,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",1.930220331,1.041628202,0.332486404,0.332027807,1.389323695,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",1.930273786,1.040524287,0.332467918,0.331958313,1.389342933,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TI55017', 'TI55021')",1.930276416,1.04089311,0.332467009,0.331957403,1.38934388,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.930290275,1.040552619,0.332462216,0.332003602,1.389348867,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.930290815,1.04055295,0.332462029,0.331952419,1.389349062,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.930300433,1.040526874,0.332458703,0.331898087,1.389352523,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",1.930303387,1.04052892,0.332457682,0.331948068,1.389353586,,,,,,,
